path;classe;justificativa;consumidores;destino_path;etapa
scripts/audit-rls-coverage.mjs;FICA;script — revisao manual Fase 7;;;
scripts/check-column-map.mjs;FICA;script — revisao manual Fase 7;;;
scripts/check-edge-function-sync.sh;FICA;script — revisao manual Fase 7;;;
scripts/check-realtime-dead-channels.sh;FICA;script — revisao manual Fase 7;;;
scripts/check-schema-usage.mjs;FICA;script — revisao manual Fase 7;;;
scripts/check_schema_drift.sql;FICA;script — revisao manual Fase 7;;;
scripts/dead-code-allowlist.txt;FICA;script — revisao manual Fase 7;;;
scripts/decouple/__tests__/evo-ddl-gate.test.mjs;FICA;gate/enforcement CI (E77-E78);;;
scripts/decouple/__tests__/schema-registry-validate.test.mjs;FICA;script decouple — E82 tria one-shot;;;
scripts/decouple/__tests__/sql-gate.test.mjs;FICA;script decouple — E82 tria one-shot;;;
scripts/decouple/boundary-audit.mjs;FICA;Gate vivo: audita os 9 invariantes ZAPP×EVO em modo ONLINE, executado por measure-invariants.yml.;measure-invariants.yml;;E82
scripts/decouple/coverage-report.mjs;"ARQUIVA;REVISAR";One-shot E44: relatório de cobertura real do desacoplamento, saída materializada em docs/decouple/COVERAGE_V4.md ('Gerado por ... não editar manualmente'). [R2: consumidor encontrado: docs/decouple/COVERAGE_V4.md, docs/decouple/PLANO_DESACOPLAMENTO_V4_CLAUDE_100_ETAPAS_20260814.md, docs/decouple/PLA;docs/decouple/COVERAGE_V4.md;scripts/decouple/_archive/coverage-report.mjs;E82
scripts/decouple/evo-ddl-allowlist.txt;FICA;Allowlist viva do gate E42 (regularização DR), lida pelo evo-ddl-gate.mjs/yml.;evo-ddl-gate.yml;;E82
scripts/decouple/evo-ddl-gate.mjs;FICA;Gate vivo E42 (bloqueia DDL novo em schema evo), executado por evo-ddl-gate.yml.;evo-ddl-gate.yml;;E82
scripts/decouple/fixtures/sql_report_snapshot.json;FICA;script decouple — E82 tria one-shot;;;
scripts/decouple/inventory.mjs;FICA;Gate vivo v3: conta bypasses de acoplamento vs baseline (E5/E21/E22), executado por decouple-guard.yml.;decouple-guard.yml;;E82
scripts/decouple/ownership-gate.mjs;FICA;Gate vivo de propriedade de schema (zapp não grava em evo Grupo A), executado por ownership-gate.yml --ci.;ownership-gate.yml;;E82
scripts/decouple/phys-refs-gate.mjs;"FICA;REVISAR";Gate E71: bloqueia referências físicas qualificadas NOVAS, é gate por design, mas NÃO está wired em nenhum workflow.;nenhum (manual);;E82
scripts/decouple/schema-registry-validate.mjs;FICA;Validador vivo do schema registry JSON (docs/decouple/schema-registry/*.json) com __tests__ dedicados.;manual + __tests__;;E82
scripts/decouple/snapshots/zapp_schema_snapshot.sql;FICA;Snapshot canônico vivo do schema zapp, consumido pelo zapp-drift-check.sh e health-score-anti-drift.yml.;zapp-drift-check.sh, health-score-anti-drift.yml;;E82
scripts/decouple/sql-gate-fixture.json;FICA;script decouple — E82 tria one-shot;;;
scripts/decouple/sql-gate.mjs;FICA;Gate vivo do egresso SQL da Evolution API, executado por decouple-guard.yml.;decouple-guard.yml;;E82
scripts/decouple/verb-contract-gate.mjs;"FICA;REVISAR";Gate do contrato de verbos do client Evolution, é gate por design, mas NÃO está wired em nenhum workflow.;nenhum (manual);;E82
scripts/fuzz-edge-functions.ts;FICA;script — revisao manual Fase 7;;;
scripts/lint-supabase-casts.mjs;FICA;script — revisao manual Fase 7;;;
scripts/regen-trilha-mensagens.ts;FICA;script — revisao manual Fase 7;;;
scripts/residuos-sweep.sh;FICA;script — revisao manual Fase 7;;;
scripts/rls-role-matrix.test.ts;FICA;script — revisao manual Fase 7;;;
scripts/run-e2e-evolution-vps.sh;FICA;script — revisao manual Fase 7;;;
scripts/simulate-schema-access.mjs;FICA;script — revisao manual Fase 7;;;
scripts/sql/check-reference-integrity.sql;FICA;doc vivo de fronteira — revisao manual E20/E21/E29;;;
scripts/sql/media-bucket-verification.sql;FICA;script — revisao manual Fase 7;;;
scripts/sql/realtime-publication.manifest;FICA;script — revisao manual Fase 7;;;
scripts/templates/audit_template.md;FICA;script — revisao manual Fase 7;;;
src/__tests__/sprint1-security-hardening.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/_archive/evolutionClient.archived.ts;"EXCLUI;REVISAR";Arquivado e sem nenhum import real: única referência é comentário no header de evolutionClient.ts (grep 'evolutionClient.archived' só acha a linha 5 do próprio evolutionClient.ts). [R2: consumidor encontrado: docs/decouple/ADR-011-egress-gateway.md, docs/decouple/EGRESS_SURFACE_V4.md, docs/estado/40;nenhum (0 imports, ref. apenas em comentário);;E57
src/_archive/healthCheck.archived.ts;FICA;Ja arquivado em _archive, unica ref e VITE_EVOLUTION_API_URL em codigo morto (linha 224) - Fase 5 (caca dead code) deve excluir.;nenhum (arquivado);;E69
src/adapters/__tests__/evolutionAdapter.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/adapters/evolution/__tests__/messageTypes.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/adapters/evolution/messageTypes.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/adapters/evolutionAdapter.ts;FICA;Adapter ativo com 8+ consumidores reais (MessageBubble, messageBubbleParts, MessageBubbleUnsupported, externalAudioSender, externalMessageSender, useExternalApiManagement, useExternalEvolution, domain/messaging/types) + teste.;src/features/inbox/components/chat/MessageBubble.tsx, messageBubbleParts.tsx, MessageBubbleUnsupported.tsx, src/features/inbox/hooks/realtime/externalAudioSender.ts, externalMessageSender.ts, src/hooks/useExternalApiManagement.ts, useExternalEvolution.ts, src/domain/messaging/types.ts, src/adapters/;;E58
src/components/catalog/WhatsAppTemplatesManager.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/compliance/PrivacyPolicySection.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/AddConnectionDialog.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/BridgeSupabaseView.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/ConnectionCard.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/ConnectionsIntegrationsHub.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/ConnectionsView.tsx;FICA;Consumidor legitimo: importa/usa useEvolutionAutoSync e useEvolutionAutoReconnect (contrato de auto-sync).;rotas App, usa hooks useEvolutionAutoSync/Reconnect;;E69
src/components/connections/DegradedQuickActions.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/IdempotencyMissBanner.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/InstanceSettingsDialog.tsx;FICA;Consumidor legitimo do contrato useEvolutionApi (QR/pareamento).;importa @/hooks/useEvolutionApi;;E69
src/components/connections/IntegrationsPanel.tsx;FICA;Consumidor legitimo do contrato useEvolutionApi.;importa @/hooks/useEvolutionApi;;E69
src/components/connections/QrCodeDialog.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/QrTtlBadge.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/connectionCardHelpers.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/integrationsPanelFields.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/connections/useConnectionCardActions.ts;FICA;Consumidor legitimo do contrato useEvolutionApi (restartInstance/connectInstance).;importa @/hooks/useEvolutionApi + @/lib/evolutionInstance;;E69
src/components/dashboard/DailyMetricsKpis.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/docs/featuresSectionsData.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/errors/ErrorBoundary.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/evoApiHealth/KpiCard.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/evoApiHealth/Stat.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/evoApiHealth/tabs/AlertsTab.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/evoApiHealth/tabs/ChannelsTab.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/evoApiHealth/tabs/DrTab.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/evoApiHealth/tabs/HealthTab.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/evoApiHealth/tabs/HistoryTab.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/groups/__tests__/GroupsView.test.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/integrations/EvolutionApiIntegrationView.tsx;FICA;Consumidor legitimo: usa useEvolutionApiIntegration e DEFAULT_URL (URL estrutural do contrato).;importa @/features/integrations/hooks/useEvolutionApiIntegration;;E69
src/components/integrations/IntegrationsHub.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/layout/ConnectionPopoverContent.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/layout/sidebarNavConfig.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/monitoring/DLQPanel.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/monitoring/EvolutionMonitoringDashboard.tsx;FICA;Consumidor legitimo do contrato de monitoramento (useEvolutionMonitoring + type TimePeriod).;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/MonitoringAvailabilityHeatmap.tsx;FICA;Consumidor legitimo: import type HealthLog do hook de monitoramento.;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/MonitoringConnectionsList.tsx;FICA;Consumidor legitimo: import type ConnectionInfo/WebhookTestResult.;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/MonitoringDiagnosticPanel.tsx;FICA;Consumidor legitimo: import type DiagnosticResult.;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/MonitoringHealthLogs.tsx;FICA;Consumidor legitimo: import type HealthLog.;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/MonitoringMessageChart.tsx;FICA;Consumidor legitimo: import type MessageStats/TimePeriod.;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/MonitoringSLAPanel.tsx;FICA;Consumidor legitimo: import type InstanceUptime/UptimeInfo.;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/MonitoringStatsCards.tsx;FICA;Consumidor legitimo: import type ConnectionInfo/MessageStats/UptimeInfo/SparklineData.;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/MonitoringWebhookPanel.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/monitoring/MonitoringWebhookPanelTypes.ts;FICA;Consumidor legitimo: tipos de webhook derivados do useEvolutionMonitoring.;importa ./hooks/useEvolutionMonitoring;;E69
src/components/monitoring/RetryMetricsPanel.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/monitoring/hooks/index.ts;"EXCLUI;REVISAR";Re-export barrel morto: zero importers em src/ (grep 'monitoring/hooks' so acha refs ao proprio arquivo, a hooks/types e hooks/useEvolutionMonitoring), doc-comment sugere uso que nao existe. [R2: consumidor encontrado: .github/workflows/deno-contract-tests.yml, .github/workflows/edge-auth-smoke.yml,;nenhum (0 refs fora do proprio arquivo);;E69
src/components/monitoring/hooks/useEvolutionMonitoring.ts;FICA;Nucleo do contrato de monitoramento Evolution: 13 importers (8 paineis + barrel morto + 2 testes + RealtimeFanoutDebug), subscreve INSERT em messages.;13 importers: EvolutionMonitoringDashboard, Monitoring*Panel/Chart/SLA/Stats/Heatmap/ConnectionsList/HealthLogs/WebhookPanelTypes, RealtimeFanoutDebug, 2 testes;;E69
src/components/settings/ConnectionTestPanel.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/settings/FollowUpExecutionsHistory.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/settings/FollowUpSequences.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/settings/IntegrationKeysSection.tsx;FICA;Consumidor legitimo: useEvolutionApi (listInstances) + useEvolutionAutoSync (syncAll), chaves evolution_api_url/evolution_api_token (schema/contract).;importa @/hooks/useEvolutionApi + useEvolutionAutoSync;;E69
src/components/settings/WhatsAppModeSetting.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/components/team-chat/department-management/DepartmentWhatsAppView.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/domain/messaging/types.ts;FICA;Ref ESTRUTURAL de tipo: importa tipos de @/adapters/evolutionAdapter (contrato de tipos de mensagem).;consumido por domain/features de mensageria;;E69
src/features/admin/components/EvolutionFallbackStatusCard.tsx;FICA;Consumidor legitimo: useEvolutionFallbackStats + RPC rpc_evolution_fallback_stats (schema).;importa @/hooks/useEvolutionFallbackStats;;E69
src/features/admin/components/MediaMigrationTool.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/admin/components/index.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/admin/components/instance-pauses/AuthEventTrendChart.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/admin/components/instance-pauses/IncidentDetailDialog.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/admin/hooks/monitoring/useFailedMessages.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/admin/hooks/monitoring/useIdempotencyMissAlerts.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/admin/hooks/monitoring/useRetryMetrics.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/admin/hooks/useAgentReassignment.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/admin/hooks/useDiagnosticsData.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/business-logic/hooks/useBusinessLogicManagement.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/components/__tests__/WhatsAppConnectionStatus.test.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/data-access/__tests__/whatsappConnectionRepository.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/data-access/whatsappConnectionRepository.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/hooks/parts/__tests__/useConnectionsActions.test.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/hooks/parts/__tests__/useConnectionsState.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/hooks/parts/useConnectionsActions.ts;FICA;Arquivo vivo (acoes de conexao), refs evo NAO-estruturais pelos padroes E69: 1 comentario (useEvolutionAutoSync) + 3 strings UI, import estrutural de @/lib/evolutionInstance (modulo evo-nomeado, fora dos padroes).;useConnectionsManager (via useConnectionsActions);;E69
src/features/connections/hooks/parts/useConnectionsState.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/hooks/types.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/hooks/useConnectionsManager.ts;FICA;Consumidor legitimo do contrato useEvolutionApi (gerencia de conexoes).;importa @/hooks/useEvolutionApi;;E69
src/features/connections/services/__tests__/whatsappConnectionService.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/connections/services/whatsappConnectionService.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/contacts/hooks/useContactEnrichedData.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/dashboard/hooks/useDailyMetricsKpis.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/AdvancedMessageMenu.tsx;FICA;Consumidor legitimo do contrato useEvolutionApi (sendSticker/Poll/Contact/Status).;importa @/hooks/useEvolutionApi;;E69
src/features/inbox/components/AudioMessagePlayer.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/ChatPanel.tsx;FICA;Consumidor legitimo do contrato useEvolutionApi (editMessage).;importa @/hooks/useEvolutionApi;;E69
src/features/inbox/components/CloseConversationDialog.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/ContactDetails.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/DeletedMessagePlaceholder.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/MessageContextActions.tsx;FICA;Consumidor legitimo do contrato useEvolutionApi.;importa @/hooks/useEvolutionApi;;E69
src/features/inbox/components/RealtimeInboxView.tsx;FICA;Consumidor legitimo do contrato useEvolutionAutoReconnect (reconexao em tempo real).;importa @/hooks/useEvolutionAutoReconnect;;E69
src/features/inbox/components/TicketHistorySheet.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/agents-ops/AgentRecentSendsPopover.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/chat/ChatMessagesArea.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/chat/MessageBubble.tsx;FICA;Ref ESTRUTURAL: import extractMessageType de @/adapters/evolutionAdapter (tipagem de mensagens).;importa @/adapters/evolutionAdapter;;E69
src/features/inbox/components/chat/MessageBubbleUnsupported.tsx;FICA;Ref ESTRUTURAL: import type ExtractedMessageType de @/adapters/evolutionAdapter.;importa @/adapters/evolutionAdapter;;E69
src/features/inbox/components/chat/MessageHoverToolbar.tsx;FICA;Consumidor legitimo do contrato useEvolutionApi.;importa @/hooks/useEvolutionApi;;E69
src/features/inbox/components/chat/MessageSendHistorySheet.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/chat/MessageStatusInline.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/chat/MessageStatusTimeline.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/chat/SendErrorBanner.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/chat/__tests__/p0-regressions.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/chat/messageBubbleParts.tsx;FICA;Ref ESTRUTURAL: import type extractMessageType de @/adapters/evolutionAdapter.;importa @/adapters/evolutionAdapter;;E69
src/features/inbox/components/chat/useChatPanelHandlers.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/contact-details/BlockContactDialog.tsx;FICA;Consumidor legitimo do contrato useEvolutionApi (updateBlockStatus).;importa @/hooks/useEvolutionApi + @/lib/evolutionInstance;;E69
src/features/inbox/components/contact-details/StoryViewer.tsx;FICA;Consumidor legitimo do contrato useEvolutionApi (getMediaBase64).;importa @/hooks/useEvolutionApi;;E69
src/features/inbox/components/conversation-list/RetryFailureBadge.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/useAudioMessagePlayer.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/components/useFileUploadLogic.ts;FICA;Consumidor legitimo do contrato useEvolutionApi (sendMediaMessage/sendAudioMessage).;importa @/hooks/useEvolutionApi;;E69
src/features/inbox/data-access/messageRepository.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/__tests__/useFallbackContact.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/__tests__/useMediaUrl.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/messageSendHistory.schemas.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/reactions/types.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/reactions/useReactionMutations.ts;FICA;Consumidor legitimo do contrato useEvolutionApi (sendReaction).;importa @/hooks/useEvolutionApi;;E69
src/features/inbox/hooks/realtime/__tests__/parseEvolutionError.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/avatarBatchStore.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/externalAudioSender.ts;FICA;Ref ESTRUTURAL: import jidToPhone de @/adapters/evolutionAdapter, grava em tabela evolution_messages (schema).;usado por realtime inbox (envio PTT);;E69
src/features/inbox/hooks/realtime/externalMessageSender.ts;FICA;Ref ESTRUTURAL: import jidToPhone de @/adapters/evolutionAdapter, grava evolution_messages (schema).;usado por realtime inbox (envio texto);;E69
src/features/inbox/hooks/realtime/externalSenderTypes.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/index.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/messageSender.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/messageSenderHelpers.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/parseEvolutionError.ts;FICA;Parser usado ativamente nos senders de inbox (externalAudioSender 2 usos, externalMessageSender 5 usos) via barrel @/features/inbox, com teste dedicado.;src/features/inbox/hooks/realtime/externalAudioSender.ts, externalMessageSender.ts, src/features/inbox/components/chat/SendErrorBanner.tsx (comentário), src/features/inbox/hooks/realtime/__tests__/parseEvolutionError.test.ts;;E68
src/features/inbox/hooks/realtime/realtimeContactsStatusStore.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/types.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/useRealtimeContacts.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/useRealtimeFallbackRefetch.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/realtime/useRetryResolutionAlerts.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useAgentRecentSends.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useAuxiliaryMessageLog.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useChatMediaSending.ts;FICA;Consumidor legitimo do contrato useEvolutionApi (sendStickerMessage), ref evolution_contacts (schema).;importa @/hooks/useEvolutionApi + @/lib/evolutionInstance;;E69
src/features/inbox/hooks/useFailureMetricsBatch.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useFailureReason.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useFallbackContact.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useInboxFilters.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useInboxSource.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useIncomingCallBroadcast.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useMediaRefresh.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useMediaUrl.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useMessageDetails.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useMessageSendHistory.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useMessageStatus.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useMessagesCursor.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useNewConversation.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useRealtimeInbox.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useRealtimeMessages.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useSafeInteractiveMessage.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useSendThrottle.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/hooks/useTicketStatus.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/services/whatsappStatusService.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/inbox/utils/contactRef.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/features/integrations/hooks/__tests__/useEvolutionApiIntegration.test.tsx;FICA;Teste do contrato de credenciais (useEvolutionApiIntegration, DEFAULT_URL, evolution_instance_credentials/evolution_health_logs).;vitest (teste dedicado);;E69
src/features/integrations/hooks/useEvolutionApiIntegration.ts;FICA;Implementacao do contrato de credenciais via view zapp + edge function evolution-credentials, URL real https://evolution.atomicabr.com.br (estrutural).;EvolutionApiIntegrationView.tsx + teste;;E69
src/hooks/__tests__/useContactIntelligence.simulacao.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/__tests__/useEvolutionApi.test.ts;FICA;Suite exaustiva (70+ casos) do contrato useEvolutionApi - consumidor legitimo de teste.;vitest;;E69
src/hooks/__tests__/useExternalCatalog.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/__tests__/useExternalEvolution.reconcile.test.ts;FICA;Teste dos utilitarios de reconciliacao exportados de useExternalEvolution (ref @/adapters/evolutionAdapter).;vitest;;E69
src/hooks/__tests__/useTranscriptionNotifications.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/__tests__/useVoiceActionHandler.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/evolution/__tests__/v237Fallbacks.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/evolution/v237Fallbacks.ts;"FICA;REVISAR";producao roda 2.4.0 — reavaliar remocao futura (rede de seguranca, NAO excluir agora);src/hooks/useEvolutionApiManagement.ts (+ __tests__/v237Fallbacks.test.ts);;E63
src/hooks/evolutionApi.types.ts;FICA;Tipos consumidos por useEvolutionApi.ts e useEvolutionApiManagement.ts (2 importadores reais).;src/hooks/useEvolutionApi.ts, src/hooks/useEvolutionApiManagement.ts;;E59
src/hooks/evolutionContactCache.ts;FICA;Consumido por useExternalApiManagement.ts (bridge atual, linha 392).;src/hooks/useExternalApiManagement.ts;;E59
src/hooks/evolutionFetchers.ts;FICA;Consumido por useFallbackContact.ts (features/inbox) e useExternalApiManagement.ts (linha 386).;src/features/inbox/hooks/useFallbackContact.ts, src/hooks/useExternalApiManagement.ts;;E59
src/hooks/evolutionReconcile.ts;FICA;Consumido por useExternalApiManagement.ts (linha 394, applyReconciliation), teste reconcile é secundário.;src/hooks/useExternalApiManagement.ts (+ __tests__/useExternalEvolution.reconcile.test.ts);;E59
src/hooks/followup/useFollowUpSequences.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/groups/actions.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/monitoring/useMonitoringManagement.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/team-chat/useDepartmentManagement.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useAbandonmentRateData.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useAdminInboxSync.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useAudioManagement.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useAutomationSuggestions.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useAutomations.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useBridgeStatus.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useConnectionStatusIndicator.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useConnections.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useContactIntelligence.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useConversationHeatmap.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useConversationManagement.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useDemandPrediction.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useEvolutionApi.ts;FICA;Re-export VIVO: 25 importers de @/hooks/useEvolutionApi (nao e re-export morto).;25 importers (InstanceSettingsDialog, IntegrationsPanel, ChatPanel, StoryViewer, etc.);;E69
