version,filename,file_present,db_record,db_name,bucket,action,risk,in_snapshot,source,evidence
20260811300005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811300006,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811300007,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811300008,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811400001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811400002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811400003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811400004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:public.fn_reconcile_apply;FUNCTION:public.fn_auto_resolve_baileys_alerts
20260811500001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811500002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:VIEW:zapp.evolution_retry_metrics
20260811500003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811500004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811500005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811500006,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811600001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811600002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:VIEW:evo.v_logpatch_health
20260811600003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:VIEW:evo.v_logpatch_health
20260811600004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,OBJ_MORTO:INDEX:public.idx_ec_instance_phone;INDEX:public.idx_ec_instance_jid
20260811600005,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811600006,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,VIVO_SNAP:SCHEMA:ops
20260811700001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811700002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811700003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811700004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT; ALTER (ja no live)
20260811700005,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT; ALTER (ja no live)
20260811700006,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811700007,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811800001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811800002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811800003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811800004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811800005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_NONZAPP:FUNCTION:evo.fn_sync_lid_from_api;FUNCTION:evo.fn_sync_lid_from_api
20260811900001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811900002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811900003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811900004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811900005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811990001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811990002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811990003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811990004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_NONZAPP:FUNCTION:evo.fn_sync_lid_from_api;FUNCTION:evo.fn_sync_lid_from_api
20260811990005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811990006,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE; ALTER; UPDATE (ja no live)
20260811A10001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811A10002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,OBJ_MORTO:INDEX:public.idx_ec_instance_phone;INDEX:public.idx_ec_instance_jid
20260811A10003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811A10004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811A10005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811A10006,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811A20001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811A20002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811A20003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811A20004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811A20005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811A20006,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,OBJ_MORTO:INDEX:public.idx_ec_instance_phone;INDEX:public.idx_ec_instance_jid
20260811B30001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811B30002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,DROP; ALTER (ja no live)
20260811B30003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_NONZAPP:FUNCTION:evo.fn_sync_lid_from_api;FUNCTION:evo.fn_sync_lid_from_api
20260811B30004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B30005,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B30006,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B40001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811B40002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811B40003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B40004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B40005,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B40006,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811B40007,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B40008,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B40009,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,ARQUIVO_SOMENTE_COMENTARIOS/DOC
20260811B50001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.bulk_soft_delete_contacts
20260811B50002,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811B50003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,OBJ_MORTO:INDEX:public.idx_ec_instance_phone;INDEX:public.idx_ec_instance_jid
20260811B50004,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_NONZAPP:FUNCTION:ops.fn_ci_check_cron_health
20260811B50005,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,ARQUIVO_SOMENTE_COMENTARIOS/DOC
20260811B60001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B60002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B60003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B70001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B70002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B70003,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811B70004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B70005,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811B80001,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:zapp.fn_upsert_lid_identity
20260811B80002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B80003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B80004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260811B90001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE; ALTER; UPDATE (ja no live)
20260811B90002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE; GRANT (ja no live)
20260811B90003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812160000,20260812160000_fix_trigger_lead_status.sql,yes,yes,fix_trigger_lead_status,B2,ARCHIVE,MED,yes,agent,16	20260812160000_fix_trigger_lead_status.sql	20260812160000	yes	fix_trigger_lead_status	B2	DDL objects in snapshot (1hi
20260812163000,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812170000,20260812170000_health_filter_snap_staging.sql,yes,yes,health_filter_snap_staging,B2,ARCHIVE,MED,yes,agent,17	20260812170000_health_filter_snap_staging.sql	20260812170000	yes	health_filter_snap_staging	B2	DDL objects in snapsho
20260812700001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,ARQUIVO_SOMENTE_COMENTARIOS/DOC
20260812700002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812700003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812800001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812A00001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE; ALTER; UPDATE (ja no live)
20260812A00002,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_OPERACOES (ja no live)
20260812A00003,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE; ALTER; UPDATE (ja no live)
20260812A00004,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812A00005,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812A00006,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,COMMENT; ALTER (ja no live)
20260812A00007,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812A00008,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812A00009,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,VIVO_SNAP:FUNCTION:public.fn_system_health_score
20260812A00010,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260812B00001,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM_ARQUIVO; operacao externa
20260813180000,20260813180000_rpc_log_evolution_health.sql,yes,yes,rpc_log_evolution_health,B2,ARCHIVE,MED,yes,agent,18	20260813180000_rpc_log_evolution_health.sql	20260813180000	yes	rpc_log_evolution_health	B2	DDL objects in snapshot (1
20260813220000,20260813220000_idx_fk_without_index.sql,yes,yes,20260813220000_idx_fk_without_index,B2,ARCHIVE,MED,yes,agent,19	20260813220000_idx_fk_without_index.sql	20260813220000	yes	20260813220000_idx_fk_without_index	B2	DDL objects in snap
20260813230000,20260813230000_fix_notify_and_analyze_cron.sql,yes,yes,20260813230000_fix_notify_and_analyze_cron,B2,ARCHIVE,MED,yes,agent,20	20260813230000_fix_notify_and_analyze_cron.sql	20260813230000	yes	20260813230000_fix_notify_and_analyze_cron	B2	Creat
20260813240000,20260813240000_h2_revoke_views_backcompat_grupo_a.sql,yes,yes,20260813240000_h2_revoke_views_backcompat_grupo_a,B2,ARCHIVE,MED,yes,agent,21	20260813240000_h2_revoke_views_backcompat_grupo_a.sql	20260813240000	yes	20260813240000_h2_revoke_views_backcompat_gr
20260814010000,20260814010000_fix_inbound_silencio_comercial.sql,yes,yes,20260814010000_fix_inbound_silencio_comercial,B2,ARCHIVE,MED,yes,agent,22	20260814010000_fix_inbound_silencio_comercial.sql	20260814010000	yes	20260814010000_fix_inbound_silencio_comercial	B2
20260814020000,20260814020000_revoke_credentials_auth_grants.sql,yes,yes,20260814020000_revoke_credentials_auth_grants,B2,ARCHIVE,MED,no,agent,1	20260814020000	20260814020000_revoke_credentials_auth_grants.sql	B2	REVOKE INSERT/UPDATE on zapp.evolution_instance_cr
20260814030000,20260814030000_fix_health_score_cron_orphan_join.sql,yes,yes,20260814030000_fix_health_score_cron_orphan_join,B2,ARCHIVE,MED,,agent,2	20260814030000	20260814030000_fix_health_score_cron_orphan_join.sql	B2	DO block modifies zapp.fn_system_health_score()
20260814040000,20260814040000_revoke_service_only_tables_auth_write.sql,yes,yes,20260814040000_revoke_service_only_tables_auth_write,B2,ARCHIVE,MED,,agent,3	20260814040000	20260814040000_revoke_service_only_tables_auth_write.sql	B2	REVOKE INSERT/UPDATE/DELETE on zapp.cron_in
20260814050000,20260814050000_fix_notify_v6_pending_view.sql,yes,yes,20260814050000_fix_notify_v6_pending_view,B2,ARCHIVE,MED,no,agent,4	20260814050000	20260814050000_fix_notify_v6_pending_view.sql	B2	Creates ops.pending_critical_alerts VIEW and ops.fn_no
20260814060000,20260814060000_fix_wpp2_uptime_kpi_warn_resolve.sql,yes,yes,20260814060000_fix_wpp2_uptime_kpi_warn_resolve,B2,ARCHIVE,MED,,agent,5	20260814060000	20260814060000_fix_wpp2_uptime_kpi_warn_resolve.sql	B2	CREATE OR REPLACE evo.fn_wpp2_uptime_kpi() + DRO
20260814100000,20260814100000_f4_audit_rpc_fixes.sql,yes,yes,20260814100000_f4_audit_rpc_fixes,B2,ARCHIVE,MED,,agent,6	20260814100000	20260814100000_f4_audit_rpc_fixes.sql	B2	10 functions (rpc_delete_message; rpc_insert_message; rpc_mark
20260814110000,20260814110000_f4_security_unread_fixes.sql,yes,yes,f4_security_unread_fixes,B2,ARCHIVE,MED,,agent,7	20260814110000	20260814110000_f4_security_unread_fixes.sql	B2	REVOKE fn_process_whatsapp_message + DROP/CREATE rpc_mar
20260814120000,20260814120000_fix_cron_detect401_bursts_active.sql,yes,yes,20260814120000_fix_cron_detect401_bursts_active,B2,ARCHIVE,MED,no,agent,8	20260814120000	20260814120000_fix_cron_detect401_bursts_active.sql	B2	cron.schedule() + UPDATE cron.job. No DDL object
20260814130000,20260814130000_fn_health_preflight_check9_vault_key.sql,yes,yes,20260814130000_fn_health_preflight_check9_vault_key,B2,ARCHIVE,MED,,agent,9	20260814130000	20260814130000_fn_health_preflight_check9_vault_key.sql	B2	CREATE OR REPLACE zapp.fn_health_preflight()
20260814140000,20260814140000_rls_policy_evo_reconcile_snapshot.sql,yes,yes,20260814140000_rls_policy_evo_reconcile_snapshot,B2,ARCHIVE,MED,,agent,10	20260814140000	20260814140000_rls_policy_evo_reconcile_snapshot.sql	B2	DROP POLICY IF EXISTS + CREATE POLICY authenti
20260814150000,20260814150000_fix_fn_detect_401_bursts_dedup.sql,yes,yes,20260814150000_fix_fn_detect_401_bursts_dedup,B2,ARCHIVE,MED,,agent,11	20260814150000	20260814150000_fix_fn_detect_401_bursts_dedup.sql	B2	CREATE OR REPLACE evo.fn_detect_401_bursts() + DE
20260814210000,20260814210000_mirror_rpcs_claim_update_followup.sql,yes,yes,mirror_rpcs_claim_update_followup,B2,ARCHIVE,MED,,agent,12	20260814210000	20260814210000_mirror_rpcs_claim_update_followup.sql	B2	5 mirror RPCs (rpc_claim_outbound_message; rpc
20260814220000,20260814220000_mirror_fn_validate_whatsapp_connection.sql,yes,yes,mirror_fn_validate_whatsapp_connection,B2,ARCHIVE,MED,,agent,13	20260814220000	20260814220000_mirror_fn_validate_whatsapp_connection.sql	B2	Mirror: zapp.fn_validate_whatsapp_connect
20260814230000,20260814230000_mirror_fn_validate_0arg.sql,yes,yes,mirror_fn_validate_0arg,B2,ARCHIVE,MED,,agent,14	20260814230000	20260814230000_mirror_fn_validate_0arg.sql	B2	Mirror: zapp.fn_validate_whatsapp_connection_url() 0-arg
20260815090000,20260815090000_decouple_e31_zapp_check_license_heartbeat.sql,yes,yes,unify_whatsapp_mode,B3,ARCHIVE,MED,,agent,15	20260815090000	20260815090000_decouple_e31_zapp_check_license_heartbeat.sql	B3	E31: CREATE OR REPLACE zapp.fn_check_l
20260815124500,20260815124500_unify_whatsapp_mode.sql,yes,yes,unify_whatsapp_mode,B2,ARCHIVE,MED,,agent,16	20260815124500	20260815124500_unify_whatsapp_mode.sql	B2	Creates rpc_get/set_whatsapp_mode; zapp.vw_whatsapp_mode; AL
20260815130000,20260815130000_decouple_e35_zapp_escalate_critical_alerts.sql,yes,yes,decouple_e35_zapp_escalate_critical_alerts,B2,ARCHIVE,MED,,agent,17	20260815130000	20260815130000_decouple_e35_zapp_escalate_critical_alerts.sql	B2	CREATE OR REPLACE zapp.fn_escalate_cr
20260815160000,20260815160000_decouple_e38_multi_functions.sql,yes,yes,decouple_e38_multi_functions,B2,ARCHIVE,MED,,agent,18	20260815160000	20260815160000_decouple_e38_multi_functions.sql	B2	CREATE OR REPLACE zapp.fn_send_bitrix_alert(). Conf
20260815200001,20260815200001_decouple_i4_license_heartbeat.sql,yes,yes,decouple_i4_license_heartbeat,B2,ARCHIVE,MED,,agent,19	20260815200001	20260815200001_decouple_i4_license_heartbeat.sql	B2	I4: CREATE OR REPLACE zapp.fn_check_license_heartb
20260815200002,20260815200002_decouple_i4_wa_status_media.sql,yes,yes,decouple_i4_wa_status_media,B2,ARCHIVE,MED,,agent,20	20260815200002	20260815200002_decouple_i4_wa_status_media.sql	B2	I4: CREATE OR REPLACE evo.fn_download_wa_status_medi
20260815200003,20260815200003_decouple_i4_audio_transcription.sql,yes,yes,decouple_i4_audio_transcription,B2,ARCHIVE,MED,,agent,21	20260815200003	20260815200003_decouple_i4_audio_transcription.sql	B2	I4: CREATE OR REPLACE evo.fn_trigger_audio_trans
20260815200004,20260815200004_decouple_i4_instance_recreate.sql,yes,yes,decouple_i4_instance_recreate,B2,ARCHIVE,MED,,agent,22	20260815200004	20260815200004_decouple_i4_instance_recreate.sql	B2	I4: CREATE OR REPLACE evo.fn_detect_instance_recre
20260815200005,20260815200005_decouple_i4_restore_logs.sql,yes,yes,decouple_i4_restore_logs,B2,ARCHIVE,MED,no,agent,20260815200005	20260815200005_decouple_i4_restore_logs.sql	B2	CREATE OR REPLACE zapp.fn_collect_restore_logs; definido n
20260815200006,20260815200006_decouple_i4_cookie_dispatch.sql,yes,yes,decouple_i4_cookie_dispatch,B2,ARCHIVE,MED,no,agent,20260815200006	20260815200006_decouple_i4_cookie_dispatch.sql	B2	CREATE OR REPLACE zapp.fn_cookie_probe_dispatch; defini
20260815200007,20260815200007_decouple_i4_cookie_real.sql,yes,yes,decouple_i4_cookie_real,B2,ARCHIVE,MED,no,agent,20260815200007	20260815200007_decouple_i4_cookie_real.sql	B2	CREATE OR REPLACE zapp.fn_cookie_real_probe; definido no sn
20260815200008,20260815200008_decouple_i4_sicoob.sql,yes,yes,decouple_i4_sicoob,B2,ARCHIVE,MED,no,agent,20260815200008	20260815200008_decouple_i4_sicoob.sql	B2	CREATE evo.fn_notify_sicoob_on_reply (trigger fn); refs no snaps
20260815200009,20260815200009_decouple_i4_evo_v2.sql,yes,yes,decouple_i4_evo_v2,B2,ARCHIVE,MED,no,agent,20260815200009	20260815200009_decouple_i4_evo_v2.sql	B2	CREATE ops.fn_evo_url_v2 + fn_evo_key_v2 + DO block deprec; refs
20260815200010,20260815200010_decouple_i4_infra_secrets.sql,yes,yes,decouple_i4_infra_secrets,B2,ARCHIVE,MED,no,agent,20260815200010	20260815200010_decouple_i4_infra_secrets.sql	B2	CREATE ops.fn_get_vault_secret + 10 vault.create_secret; 
20260815200011,20260815200011_decouple_i4_resend.sql,yes,yes,decouple_i4_resend,B2,ARCHIVE,MED,no,agent,20260815200011	20260815200011_decouple_i4_resend.sql	B2	CREATE OR REPLACE ops.fn_notify_critical_alerts; refs ops/zapp/e
20260815200012,20260815200012_decouple_i4_purge_storage_cache.sql,yes,yes,decouple_i4_purge_storage_cache,B2,ARCHIVE,MED,yes,agent,20260815200012	20260815200012_decouple_i4_purge_storage_cache.sql	B2	CREATE OR REPLACE evo.fn_purge_storage_cache; db_re
20260815200013,20260815200013_decouple_i4_wal_slots.sql,yes,yes,decouple_i4_wal_slots,B2,ARCHIVE,MED,no,agent,20260815200013	20260815200013_decouple_i4_wal_slots.sql	B2	CREATE OR REPLACE ops.fn_check_wal_slots; refs no snapshot; d
20260815210000,20260815210000_decouple_e41_i1_contract_views.sql,yes,yes,decouple_e41_i1_contract_views,B2,ARCHIVE,MED,no,agent,20260815210000	20260815210000_decouple_e41_i1_contract_views.sql	B2	CREATE OR REPLACE VIEW zapp.evolution_webhook_events
20260815211000,20260815211000_decouple_e42_fn_archive_old_wpp2_messages.sql,yes,yes,decouple_e42_fn_archive_old_wpp2_messages,B2,ARCHIVE,MED,no,agent,20260815211000	20260815211000_decouple_e42_fn_archive_old_wpp2_messages.sql	B2	CREATE OR REPLACE zapp.fn_archive_old_wpp
20260815240000,20260815240000_decouple_fase4_lote1_e55_e57_e48.sql,yes,yes,decouple_fase4_lote1_e55_e57_e48,B2,ARCHIVE,MED,no,agent,20260815240000	20260815240000_decouple_fase4_lote1_e55_e57_e48.sql	B2	CREATE zapp.fn_uuid_safe + ALTER FUNCTION evo->zap
20260815250000,20260815250000_decouple_e20_fn_boundary_audit_rpc.sql,yes,yes,decouple_e20_fn_boundary_audit_rpc,B2,ARCHIVE,MED,yes,agent,20260815250000	20260815250000_decouple_e20_fn_boundary_audit_rpc.sql	B2	CREATE ops.fn_boundary_audit; db_record=yes; ARC
20260815250001,20260815250001_decouple_e46_searchpath_evo_sem_zapp_safe.sql,yes,yes,decouple_e46_searchpath_evo_sem_zapp_safe,B2,ARCHIVE,MED,yes,agent,20260815250001	20260815250001_decouple_e46_searchpath_evo_sem_zapp_safe.sql	B2	DO block ALTER search_path evo fns (remov
20260815250002,20260815250002_decouple_e20_public_wrapper_fn_boundary_audit.sql,yes,yes,decouple_e20_public_wrapper_fn_boundary_audit,B2,ARCHIVE,MED,yes,agent,20260815250002	20260815250002_decouple_e20_public_wrapper_fn_boundary_audit.sql	B2	CREATE public.fn_boundary_audit (wrap
20260815250003,20260815250003_decouple_e47_e48_searchpath_evo_sem_zapp_completo.sql,yes,yes,decouple_e47_e48_searchpath_evo_sem_zapp_completo,B2,ARCHIVE,MED,yes,agent,20260815250003	20260815250003_decouple_e47_e48_searchpath_evo_sem_zapp_completo.sql	B2	DO block ALTER search_path evo fn
20260815250004,20260815250004_fix_lid_health_report_idx_schema.sql,yes,yes,fix_lid_health_report_idx_schema,B2,ARCHIVE,MED,yes,agent,20260815250004	20260815250004_fix_lid_health_report_idx_schema.sql	B2	DO block fix evo.fn_lid_health_report (evo→zapp id
20260815250005,20260815250005_decouple_e80_revoke_authenticated_evo_views_contrato.sql,yes,yes,decouple_e80_revoke_authenticated_evo_views_contrato,B2,ARCHIVE,MED,yes,agent,20260815250005	20260815250005_decouple_e80_revoke_authenticated_evo_views_contrato.sql	B2	DO block ALTER VIEW security_i
20260815250006,20260815250006_decouple_e50_drop_33_fns_mortas.sql,yes,yes,decouple_e50_drop_33_fns_mortas,B4,DELETE,MED,,agent,20260815250006	20260815250006_decouple_e50_drop_33_fns_mortas.sql	B4	DROP 33 evo functions + 1 evo view; sem CREATE; obj
20260815250007,20260815250007_decouple_e64_e66_drop_fks_cruzadas_reconciliador.sql,yes,yes,decouple_e64_e66_drop_fks_cruzadas_reconciliador,B2,ARCHIVE,MED,yes,agent,20260815250007	20260815250007_decouple_e64_e66_drop_fks_cruzadas_reconciliador.sql	B2	DROP 2 FK evo→zapp + CREATE evo.fn
20260815250008,20260815250008_decouple_e59_e60_lote1_move_8_fns_monitoria.sql,yes,yes,decouple_e59_e60_lote1_move_8_fns_monitoria,B2,ARCHIVE,MED,no,agent,20260815250008	20260815250008_decouple_e59_e60_lote1_move_8_fns_monitoria.sql	B2	CREATE 8 zapp fns (monitoria) + DROP ev
