camadas,confianca,descricao,dominio,em_uso,esforco,evidencias,id,o_que_falta,obs,recurso,status
"UI,rota,hook,edge,tabela",alta,"Envio via Gmail API com reply em thread, anexos base64 e CC/BCC.",E-MAIL,nao,M,"src/components/email/EmailChatReplyBar.tsx:102-162 handleSend → emailSendMessage (gmailApi.ts:374-383) + edge:gmail-send action 'send' (gmail-send/index.ts:61-120, buildMime + POST /messages/send, ownership check :49-55) + edge:send-email usada por src/components/agents/InviteAgentDialog.tsx:45 (convite por email — wire real) + invoke_calls_front.txt (gmail-send, send-email)",EMAIL-05,Assinatura NUNCA anexada ao body (EmailChatReplyBar.tsx:130-141 envia só bodyHtml; gmail-send ignora campo signature); gmail_messages=0 linhas (nenhum envio persistido em prod); envio depende de token válido e refresh de token está quebrado (EMAIL-12),"Fluxo principal tecnicamente íntegro (UI→hook→edge→Gmail API), mas sem evidência de uso real e com gaps de assinatura. Desempate conservador → Partial.","Enviar e-mail (novo/reply, CC/BCC, anexos)",Partial
"UI,hook,tabela/view,edge",alta,Auto-save de rascunho a cada 30s com persistência local + Gmail Drafts.,E-MAIL,nao,P,src/components/email/EmailChatReplyBar.tsx:55 (useEmailDraft auto-save) + src/hooks/useEmailDraft.ts:50-56 insert/update em zapp.email_drafts (view 20260724000042:127-138) + :58-66 emailSaveDraft → gmailApi.ts:420-432 createDraft/updateDraft (gmail-send action 'createDraft'/'updateDraft') + testes src/hooks/useEmailDraft.test.ts,EMAIL-06,"gmail-send NÃO implementa 'createDraft'/'updateDraft' — handler só tem saveDraft/deleteDraft (gmail-send/index.ts:263,327; fallback :343 'Ação desconhecida' → 400) → draft do Gmail sempre falha; só o row local persiste; email_drafts=0 linhas",Fix trivial: alinhar action names (createDraft/updateDraft → saveDraft com draftId) ou adicionar aliases no handler.,Rascunhos (auto-save),Partial
"UI,hook,tabela/view,edge",alta,Sidebar de labels do Gmail com sync a partir da API.,E-MAIL,nao,M,"src/components/gmail/GmailLabelSidebar.tsx:73-165 (INBOX/STARRED/SENT... + botão 'Sincronizar labels' :151-160) + src/hooks/useGmailLabels.ts:34-36 lê zapp.email_labels + :57-59 syncLabels → gmail-sync 'syncLabels' (implementado gmail-sync/index.ts:283-332, upsert gmail_labels :321-326) + zapp.email_labels VIEW (20260724000042:152-163)",EMAIL-07,"syncLabels grava email_app.gmail_labels, mas a UI lê email_app.email_labels — store mismatch (mesma cisão EMAIL-03); action 'listLabels' do gmailApi.ts:147-154 não existe no contrato gmail-sync; 0 linhas nas duas tabelas",System labels são hardcoded (SYSTEM_LABELS useGmailLabels.ts:15-23) — funcionam sem DB; labels customizadas nunca chegam.,Labels (sistema + personalizadas),Partial
"UI,hook,tabela/view",alta,"Assinatura padrão por conta, preview no editor de resposta.",E-MAIL,nao,M,"src/components/email/EmailChatReplyBar.tsx:54-65 (preview + seleção da default) + src/hooks/email/useEmailSignature.ts:30-38 CRUD em zapp.email_signatures + zapp.email_signatures VIEW (20260724000042:177-188, GRANT authenticated)",EMAIL-08,Sem tela de gestão: save/remove/setDefault (useEmailSignature.ts:40-109) não são chamados por NENHUMA UI (grep src/components); email_signatures=0 linhas; assinatura não entra no corpo do envio (EMAIL-05),Hook completo (CRUD + default) existe; falta UI de configuração e anexação no send.,Assinaturas de e-mail,Partial
tabela/view,media,Reutilizar templates de e-mail no editor (como MessageTemplates do WhatsApp).,E-MAIL,nao,M,email_app.email_templates / zapp.email_templates (src/integrations/supabase/types.ts:58048) + public.email_templates (20260502_create_missing_tables.sql:1609) + 0 linhas (db_uso.txt),EMAIL-09,"ZERO referências em src/ (grep email_templates src/ vazio fora de types.ts) — sem UI, sem hook, sem RPC; MessageTemplates.tsx (features/inbox) é de WhatsApp (message_templates), não de e-mail","Backend-only: tabela física + view zapp exposta, nada consome.",Templates de e-mail,Partial
"edge,RPC,tabela,cron,realtime",alta,"Pixel 1x1 que registra abertura de e-mail (IP, UA, self-open) em email_tracking_events.",E-MAIL,nao,M,"edge:email-track-pixel (deployada; index.ts:74-133 GET com GIF 1x1, rpc_email_register_open :114, anti-cache, detecção bot) + public.rpc_email_register_open (20260725000001_create_zapp_views_for_missing_edge_function_tables_batch2.sql) + rpc_email_tracking_stats (20260704160000:123, GRANT :192) + email_tracking_events/email_tracked_messages (types.ts:58204,58282) + cron email_tracking_cleanup_weekly (db_crons.txt:9) → ops.fn_email_tracking_cleanup (20260727300013:32) + email_app.email_tracking_events na publication (db_realtime.txt)",EMAIL-10,Nenhuma UI/frontend (invoke_calls_front.txt não lista; grep src/ vazio); gmail-send NÃO injeta pixel em mensagens enviadas (buildMime gmail-send/index.ts:434+ sem tracking_id) → feature inutilizável fim-a-fim; email_tracked_messages/email_tracking_events=0 linhas,"Backend 100% pronto (edge+RPC+cron+realtime). Falta orquestração: gerar tracking_id no send, embeber pixel e UI de relatório (rpc_email_tracking_stats/rpc_email_tracking_daily_series já existem).",Tracking de abertura (pixel),Partial
"edge,RPC,tabela",alta,Rewrite de links com redirect via edge que registra clique em email_link_click_events.,E-MAIL,nao,M,edge:email-track-link (deployada; index.ts:64 rpc_email_register_click) + email_link_click_events (types.ts) + 0 linhas (db_uso.txt),EMAIL-11,Sem UI/frontend; nenhum link é reescrito no envio (gmail-send não processa links); tabelas vazias; sem testes,"Mesmo padrão do pixel: edge real, orquestração ausente.",Tracking de clique (links),Partial
"UI,hook,edge,RPC,tabela,realtime",alta,Refresh automático/manual de OAuth token e jobs de revalidação do schema.,E-MAIL,sim,P,UI aviso 'Token expirado' (GmailInboxView.tsx:141-146) + AdminEmailStatusPage.tsx:81-84 'Forçar Revalidação' + src/hooks/useGmailOAuthFlow.ts:104-146 refreshNow/checkAndRefresh (auto 5min) + edge:gmail-token-refresh (index.ts:85-97 default action='refreshAll' exige service-role/cron; refreshSingle :113 com JWT) + edge:gmail-oauth action 'refresh' (:118-137) + gmail_revalidation_jobs=5 linhas (db_uso.txt) + rpc_check_and_trigger_gmail_revalidation (20260502191743),EMAIL-12,FIOS QUEBRADOS: (a) emailRefreshToken (gmailApi.ts:220-230) invoca gmail-token-refresh SEM action → default refreshAll → requireServiceRoleOrCron rejeita JWT de usuário → 401 (gmail-token-refresh/index.ts:85-97); (b) useEmail.refreshToken envia action 'refreshToken' → gmail-oauth responde 400 'Ação desconhecida' (:152); (c) AdminEmailStatusPage POST em /functions/v1/email-health (useEmailHealthStatus.ts:173) — edge INEXISTENTE (só gmail-health deployada) → 404,Jobs de revalidação rodam (5 jobs) e cron security_acl_email_check a cada 30min (db_crons.txt:67). Fix: trocar para action 'refreshSingle' + renomear endpoint email-health→gmail-health.,Revalidação de credencial / refresh de token,Partial
"UI,rota,hook,RPC,edge,tabela,realtime",alta,"Painel admin de status do schema email: contas ativas, falhas por requestId, revalidação, auditoria de jobs.",E-MAIL,sim,P,"src/pages/admin/AdminEmailStatusPage.tsx (rota /admin/email-status, AdminRoutes.tsx:219) + AdminEmailAuditPage.tsx (AdminRoutes.tsx:227) + src/components/gmail/GmailStatusPanel.tsx (DiagnosticsView.tsx:20) + EmailWebhookMonitor (features/admin, get_own_email_accounts :34) + src/hooks/useGmailHealth.ts:19 → emailHealthService.getHealthStatus → rpc_get_email_health_summary (emailHealthRepository.ts:11; 20260704160000:13 + GRANT :41) + edge:gmail-health (deployada; auto_check :31 rpc_check_and_trigger_gmail_revalidation, revalidate :42, lê gmail_health_summary/gmail_health_logs) + DADOS REAIS: gmail_health_logs=55, gmail_revalidation_jobs=5, zapp.email_health_logs=85, zapp.email_health_summary=1 (db_uso.txt)",EMAIL-13,"FIOS QUEBRADOS: (a) fetch primário GET /functions/v1/email-health (useEmailHealthStatus.ts:57-65) → edge inexistente → 404 e fallback silencioso p/ rpc_get_email_health_summary (funciona); (b) realtime subscribe em email_app.email_health_summary + email_app.email_revalidation_jobs (useEmailHealthStatus.ts:120-160) — NÃO publicados (publication tem zapp.email_health_summary e zapp.email_revalidation_jobs, db_realtime.txt) → painel nunca atualiza via WAL",Único recurso do domínio com dados reais em produção. Fallback RPC funciona; corrigir nome da edge e schema do realtime fecha o fio.,Health check do e-mail (admin),Partial
"UI,hook,RPC,tabela/view,edge",media,Busca local (FTS no banco) + remota (API Gmail) com debounce e dedupe.,E-MAIL,nao,M,"src/components/email/EmailSearchBar.tsx:19 (EmailChatInbox.tsx:107) + src/hooks/useEmailSearch.ts:45-56 local safeClient.from('email_threads').textSearch('subject', ...) + :84-85 remote emailListThreads → gmail-sync 'listThreads' (implementado gmail-sync/index.ts:92-221, upsert em gmail_threads) + rpc_email_search_threads p_query ILIKE subject/snippet (20260702_email_rpc_hardening.sql:16) + rpc_log_search_event/rpc_record_search_click (rpc_calls_front.txt)",EMAIL-14,"textSearch('subject') exige coluna tsvector — subject é text na view zapp.email_threads (SELECT * de email_app.email_threads, 20260724000042:102) → risco de erro PostgREST 42883/22P02 (confiança baixa, não verificado no live); store vazia (0 linhas) → busca local nunca retorna nada; busca remota grava em gmail_threads (store morta do ponto de vista da UI)",Busca local por ILIKE via rpc_email_search_threads (p_query) funcionaria se houvesse dados; o caminho .textSearch() é suspeito.,Buscar e-mails,Partial
"UI,hook,tabela",media,Regras de roteamento de contatos para filas/canais.,FILAS/SLA/AGENTES,nao,P,"Canal: UI OmnichannelManager->ChannelRoutingRules (src/components/omnichannel/ChannelRoutingRules.tsx:10) + useChannelRoutingRules->useChannelRoutingRulesManagement (src/hooks/omnichannel/useOmnichannelManagement.ts:147,175 safeClient.from('channel_routing_rules')) + zapp.channel_routing_rules (db_tabelas_zapp.txt). Fila: zapp.queue_routing_rules existe (db_tabelas_zapp.txt) mas ZERO referencias em src/ e supabase/functions/ (grep verificado)",FILAS-04,Tabela zapp.queue_routing_rules (routing rules de FILA) sem nenhum consumidor front/edge; feature vive apenas no nivel canal.,Ambas as tabelas com 0 linhas. queue_routing_rules e orfã - ou conectar ao queue-rebalance/roteador ou remover.,Routing rules (fila/canal),Partial
"UI,hook,tabela,cron,realtime",media,Status online/away/offline do agente e performance (chats ativos).,FILAS/SLA/AGENTES,sim,M,"UI AgentPerformancePanel (src/components/dashboard/AgentPerformancePanel.tsx) + useAgentPerformanceRanking (src/hooks/useAgentPerformanceRanking.ts:44 agent_stats) + useAgents/agentService (src/features/admin/services/agentService.ts:17-26 - status por HEURISTICA de profiles.updated_at, nao por agent_presence) + zapp.agent_stats=19 linhas (db_uso.txt) + cron auto-offline-agents live (db_crons.txt) + realtime zapp.agent_presence publicada (db_realtime.txt) SEM consumidor front",FILAS-12,zapp.agent_presence (realtime publicada) sem nenhum subscriber em src/ (grep verificou zero); zapp.agents sem uso; definicao do cron auto-offline-agents fora do repo (drift).,agent_stats tem 19 linhas reais (gamificacao/ranking usam); presenca em tempo real e ignorada pela UI - status e estimado por lastActivity.,Presenca do agente,Partial
"UI,hook,RPC,edge,cron",media,Rebalancear contatos entre agentes por sobrecarga/ausencia e rebalanceamento automatico.,FILAS/SLA/AGENTES,nao,M,"Manual OK: QueueSlaPanel botao rebalance -> rpc_queue_rebalance_candidates (src/hooks/useQueueManagement.ts:376; definida+grant em archive/20260724000038:174,192) + reassign_absent/overloaded_agents (useAgentReassignment.ts:24,43; grants em archive/20260724000034:26,48) + UI AgentReassignmentPanel (src/features/inbox/components/AgentReassignmentPanel.tsx, renderizado em WarRoomDashboard). Automatico QUEBRADO: edge queue-rebalance deployado (edges_deployadas.txt) + cron queue-rebalance-every-5min programado (canonical_schema.sql:178-198) mas AUSENTE dos 146 jobs live (db_crons.txt)",FILAS-13,Cron queue-rebalance-every-5min nao existe em producao (snapshot 2026-08-04) - rebalanceamento automatico via edge nao dispara; so o botao manual (RPC) funciona.,"fn_resolve_agent_for_routing (backend, usa sticky_assignments) existe em migrations archive. Todas as tabelas queue_* com 0 linhas.",Atribuicao automatica / rebalanceamento,Partial
"UI,hook,tabela,realtime,RPC",alta,Transferir conversa para agente/fila registrando comentario e historico.,FILAS/SLA/AGENTES,nao,G,"UI TransferDialog (src/features/inbox/components/TransferDialog.tsx:29,59) + useTransferConversation (src/features/inbox/hooks/useTransferConversation.ts:50,64 - atualiza contacts.assigned_to/queue_id e insere mensagem em messages; NUNCA toca conversation_transfers/transfer_comments) + admin OpsTransfersTab -> useTransfersPaginated -> rpc_list_transfers_paginated (src/features/admin/hooks/monitoring/useTransfersPaginated.ts:55; definido archive/20260724000049) le zapp.conversation_transfers + realtime zapp.conversation_transfers e zapp.transfer_comments publicados (db_realtime.txt) SEM consumidor",FILAS-14,Fluxo de transferencia nao escreve em conversation_transfers nem transfer_comments - o historico pago (rpc_list_transfers_paginated/OpsTransfersTab) le tabelas que nunca recebem INSERT; realtime nas 2 tabelas e morto.,"FIO QUEBRADO: escritor (useTransferConversation) e leitor (OpsTransfersTab) divergem. fn_complete_transfer (uuid,text,text) existe com grant (canonical_schema.sql:16356) mas nao e chamada pelo front.",Transferencia com comentario,Partial
"UI,edge,tabela",alta,Resumo automático da conversa com TTS de leitura.,IA/VOZ/AUDIO,nao,M,"SummaryTab em AIConversationAssistant (ChatToolPanels.tsx:55) via edge ai-conversation-analysis (AIConversationAssistant.tsx:106, retorna summary) + edge:ai-conversation-summary deployada MAS sem invoke no front (só labels em useAIUsageDashboard.ts:41,51 e docs featuresSectionsData.ts:358) + zapp.conversation_summaries só em types.ts (sem uso)",IA-07,Edge dedicada ai-conversation-summary órfã (nunca invocada); tabela conversation_summaries sem leitura/escrita no front; resumo só chega como subproduto da análise.,conversation_analyses (0 linhas) é a persistência real da análise+resumo.,Resumo de conversa,Partial
"UI,edge",alta,Agente que interpreta transcrição de voz e devolve ação/resposta.,IA/VOZ/AUDIO,nao,M,"edge:voice-agent deployada + src/features/inbox/hooks/voice/processTranscript.ts:13 (POST /functions/v1/voice-agent) MAS processVoiceTranscript SEM nenhum caller em produção (grep só acha definição/export) + VoiceSearchOverlayConnected.tsx (AppShell.tsx:21) usa useVoiceAgent = estado local (Web Speech API), sem chamada backend",IA-14,Fio quebrado: edge voice-agent existe mas nunca é invocada pela UI; overlay de voz usa apenas SpeechRecognition local.,processVoiceTranscript exportado mas órfão (código morto).,Agente de voz,Partial
UI,alta,Comandos de voz para navegação/ações no app.,IA/VOZ/AUDIO,nao,M,"useVoiceActionHandler.ts (AppShell.tsx:80) — handler LOCAL (só seta lastAction, sem backend) + edge:voice-copilot-action deployada MAS zero referências em src/ (grep vazio) + logVoiceCommand.ts:27 grava voice_command_logs via REST cru, porém sem callers (código morto)",IA-15,Edge voice-copilot-action órfã (nunca invocada); handler é stub local; escrita em voice_command_logs morta.,voice_command_logs com 0 linhas.,Copiloto de voz,Partial
"UI,hook,tabela",media,Adiar conversa (1h/3h/amanhã/próxima semana) persistindo em conversation_snoozes.,INBOX/CONVERSAS/MENSAGENS,nao,P,src/features/inbox/components/ConversationContextMenu.tsx:208-234 (menu Snooze 1h/3h/tomorrow/nextweek) + src/hooks/useConversationManagement.ts:78-81 (loadSnoozed) e :205 (upsert) + src/features/inbox/components/chat/useChatPanelHandlers.ts:442-453 (slash /snooze insere conversation_snoozes) + zapp.conversation_snoozes (types.ts:18774),INBOX-07,ConversationList.tsx:254 renderiza ConversationContextMenu SEM passar onSnooze -> itens do menu de snooze são cliques mortos na lista principal; só o slash /snooze escreve. Nada lê conversation_snoozes para filtrar/ocultar conversas adiadas (loadSnoozed carrega IDs mas nenhum componente consome).,"Fio quebrado parcial: escrita OK via slash, UI de menu desconectada e sem efeito na lista.",Snooze conversa,Partial
"UI,hook,tabela,edge",media,Encerrar conversa registrando motivo em conversation_closures e arquivando o contato (soft-delete).,INBOX/CONVERSAS/MENSAGENS,nao,M,src/features/inbox/components/CloseConversationDialog.tsx:87-91 (insert conversation_closures com close_reason) + src/features/inbox/hooks/useArchiveConversationActions.ts:17-25 (useArchiveContact -> contacts.deleted_at) + edge auto-close-conversations DEPLOYADA,INBOX-08,Status 'resolved' do ticket é só overlay localStorage (ticketStore.ts:19; useTicketStatus.ts:29-32 setStatus) — não persiste; o status da conversa em evo.evolution_conversations ('aberta'/'arquivada') nunca é alterado pela UI; edge auto-close-conversations não é invocada pelo front (fora de invoke_calls_front.txt) nem por cron; conversation_closures sem linhas em db_uso.,"Arquivar contato funciona (soft-delete via view), mas o 'fechamento' canônico (status da conversa + closures) não tem fio completo.",Fechar conversa,Partial
"UI,hook,tabela,edge",media,"Pesquisas de satisfação: CRUD de surveys, dashboard e auto-config por conexão.",INBOX/CONVERSAS/MENSAGENS,nao,M,"src/hooks/useCSAT.ts:60-61 (select csat_surveys), :98 (insert) + src/hooks/useCSATAutoConfig.ts:24,63-68 (csat_auto_config CRUD) + src/components/csat/CSATDashboard.tsx renderizado em src/components/dashboard/DashboardView.tsx + edge nps-scheduler DEPLOYADA + zapp.csat_surveys/csat_auto_config (types.ts:19500)",INBOX-09,zapp.csat_responses nunca é escrita pelo front (só types.ts) — coleta de respostas pós-conversa não conectada; edge nps-scheduler deployada mas sem invocador (não está em invoke_calls_front.txt nem em db_crons.txt); sem envio de pesquisa ao cliente.,Dashboard e configuração existem; o loop de coleta de resposta (nps/csat_responses) está morto.,CSAT pós-conversa,Partial
"UI,hook,tabela/view,edge",media,Transferir conversa para agente ou fila (persistente) e atribuição automática sticky/round-robin.,INBOX/CONVERSAS/MENSAGENS,nao,M,"src/features/inbox/hooks/useTransferConversation.ts:50 (update contacts.assigned_to/queue_id), :64-72 (insert mensagem de sistema) + ChatPanel.tsx:341 (handleTransfer) + TransferDialog + src/features/inbox/hooks/useTicketStatus.ts:54-59 (invoke edge ticket-router com apply:false) + src/lib/inbox/ticketStore.ts:19 (overlay localStorage) + edge ticket-router DEPLOYADA",INBOX-12,"Transferência manual persiste em contacts.assigned_to (fio OK), mas zapp.conversation_transfers (na publication!) e zapp.transfer_comments NUNCA são escritas pelo front (0 uso, só types.ts/webhook schemas); atribuição automática (ticket-router) roda com apply:false -> resultado só em overlay localStorage, não persiste; rpc_list_transfers_paginated só usada em admin (src/features/admin/hooks/monitoring/useTransfersPaginated.ts:55).",Fios quebrados: auditoria canônica de transferência órfã + auto-atribuição não persistida.,Atribuir / transferir conversa,Partial
"UI,rota,hook,tabela",media,"Agendar envio futuro por contato com calendário, listagem e cancelamento.",INBOX/CONVERSAS/MENSAGENS,nao,G,"src/hooks/useScheduledMessages.ts:73-84 (insert scheduled_messages), :103-107 (cancel) + rota 'schedule' -> ScheduleCalendarView (src/pages/ViewRouter.tsx:108, src/pages/lazyViews.ts:71) + ChatPanel.tsx (agendamento) + zapp.scheduled_messages (types.ts:35393)",INBOX-15,"NENHUM worker envia as mensagens: db_crons.txt (146 jobs) não tem cron de scheduled_messages, nenhuma edge é invocada para disparo (invoke_calls_front.txt não lista), e evo.evolution_scheduled_messages (types.ts:10150) não é usada. scheduled_messages sem linhas em db_uso.",Fio quebrado crítico: agendamento persiste mas nunca dispara — falta worker (cron ou edge).,Mensagens agendadas,Partial
"UI,rota,hook,tabela",alta,MFA TOTP: enroll/verify/unenroll e challenge no login,SEGURANCA/COMPLIANCE/ADMIN,nao,M,src/features/auth/hooks/useMFA.ts:34-114 (supabase.auth.mfa.*) + src/components/routing/AppRoutes.tsx:78 (/2fa) + zapp.mfa_sessions,SEGURANCA-01,Nenhum navigate('/2fa') no codebase; login (Auth.tsx/useAuthForm) não trata challenge MFA obrigatório — só enrollment; mfa_sessions 0 linhas,"Implementação real, fluxo de login incompleto.",Login com 2FA,Partial
"UI,hook,tabela,edge",alta,CRUD de IPs bloqueados e whitelist,SEGURANCA/COMPLIANCE/ADMIN,nao,G,useBlockedIPs/useBlockedIPMutations → zapp.blocked_ips + useIPWhitelist → zapp.ip_whitelist + RLS blocked_ips_admin_select (20260801000002:18) + edge send-rate-limit-alert insere em blocked_ips,SEGURANCA-04,Enforcement: login-attempts e demais edges nunca consultam blocked_ips; whitelist sem uso,"Dados+CRUD ok, sem bloqueio efetivo no login.",Bloqueio de IP / whitelist,Partial
"UI,hook,tabela",alta,Bloqueio por país (settings + listas),SEGURANCA/COMPLIANCE/ADMIN,nao,G,useGeoBlocking → zapp.geo_blocking_settings + zapp.allowed_countries + zapp.blocked_countries,SEGURANCA-05,Nenhuma edge verifica país no login; 0 linhas,"UI/CRUD ok, sem enforcement.",Geo-blocking,Partial
"tabela,cron",alta,Alertas de ACL de contas de e-mail por cron,SEGURANCA/COMPLIANCE/ADMIN,sim,M,cron security_acl_email_check (db_crons:67) + zapp.security_acl_alerts=2189 linhas + migrations RPC ACL (20260709→20260801),SEGURANCA-09,"Zero referências no front — alerta cego, sem UI",2189 alertas gerados sem consumidor.,ACL de e-mail,Partial
"UI,rota,hook,RPC,edge",alta,"UI de compliance, export de dados e solicitação de deleção",SEGURANCA/COMPLIANCE/ADMIN,nao,G,LGPDComplianceView + rota privacy + RPCs log_audit_event reais + edge lgpd-scheduled-jobs deployado,SEGURANCA-10,"Export bloqueado por policy (toast); deleção só loga gdpr_deletion_request — não insere em zapp.data_deletion_requests (0 linhas); RPCs get/grant/revoke_lgpd_consent só no rpcCatalog, sem consumidor",Deleção fictícia (só audit).,"LGPD (consentimento, export, deleção)",Partial
"hook,tabela",alta,Flags de feature e kill switches,SEGURANCA/COMPLIANCE/ADMIN,nao,M,"src/lib/featureFlags.ts:93-130 lê app_settings (like feature_%) e nunca zapp.feature_flags (6 linhas, na publication) + migration 20260801040006 confirma 'front não consome feature_flags' + zapp.system_kill_switches=1 linha",SEGURANCA-14,"loadFeatureFlags() nunca é chamado (flagCache sempre null → defaults); system_kill_switches sem consumidor; kill-switch do SwDebugWidget é debug de SW, não a tabela",Flags vivem de defaults hardcoded.,Feature flags / kill switches,Partial
"UI,rota,hook,tabela,edge",alta,Gerencia templates de mensagem (HSM) com UI de catálogo e edge de templates.,EVOLUTION/WHATSAPP,nao,P,"src/hooks/useWhatsAppTemplates.ts:93/136/142/160 (CRUD zapp.whatsapp_templates) + src/components/catalog/WhatsAppTemplatesManager.tsx + ViewRouter.tsx:110 ('wa-templates') + zapp.whatsapp_templates (0 linhas — ausente no db_uso.txt) + edge:evolution-templates (200, '0 templates' — auditoria-edge-functions.md)",WHATSAPP-05,Sem dados (0 templates em zapp.whatsapp_templates); edge evolution-templates nunca é invocada pelo front (0 matches em src/); UI e edge são mundos desconectados.,"UI funcional (CRUD na tabela), mas recurso ocioso: nenhum template cadastrado e edge órfã.",Templates WhatsApp (HSM),Partial
"UI,rota,hook,edge,RPC,tabela,realtime",alta,"Modo oficial via Graph API: switch de modo, credenciais, webhook Meta, envio e verificação de secrets.",EVOLUTION/WHATSAPP,nao,M,"src/pages/admin/useAdminWhatsAppMode.ts:35 (whatsapp-cloud-secrets-status), :52 (whatsapp-cloud-webhook-verify), :76 (rpc rpc_set_whatsapp_mode) + src/components/connections/OfficialApiConfigDialog.tsx:161 (whatsapp-cloud-api) + src/lib/whatsappAdapter.ts:76 (whatsapp-cloud-send) + whatsappAdapterTransport.ts:44 + AdminRoutes.tsx:203/211 (/admin/whatsapp-mode, /admin/whatsapp-logs) + zapp.whatsapp_cloud_webhook_pings=173 + zapp.whatsapp_official_credentials (0 linhas) + edge:whatsapp-webhook ❌500 'Configuration error' (auditoria-edge-functions.md)",WHATSAPP-06,"Sem credencial oficial ativa (whatsapp_official_credentials=0; 3 conexões em modo evolution); legacy whatsapp-webhook com 500; whatsapp-cloud-send só POST (405 em GET, esperado). Infra pronta, sem uso produtivo.","173 pings de webhook (handshakes Meta registrados) provam que o endpoint recebe tráfego, mas envio oficial sem dados; RPC rpc_set_whatsapp_mode no rpc_calls_front.txt.",Cloud API Meta (modo oficial WhatsApp Business),Partial
"UI,hook,tabela,edge",media,"Sequências de follow-up com atraso por passo, executadas por edge/cron.",EVOLUTION/WHATSAPP,nao,M,"src/hooks/followup/useFollowUpSequences.ts:36-39 (CRUD zapp.followup_sequences/followup_steps) + src/components/settings/FollowUpSequences.tsx + FollowUpExecutionsHistory.tsx (SettingsView) + zapp.followup_sequences (0 linhas) + edge:evolution-followup (200 v3, saudável — auditoria-edge-functions.md) + evo.evolution_followup_rules=4",WHATSAPP-10,UI gerencia sequências locais (0 linhas) enquanto a edge evolution-followup lê evo.evolution_followup_rules — nunca invocada pelo front (0 matches em src/); dois mundos desconectados e sem dados no app.,"Colunas follow_up_at/follow_up_done existem nas mensagens (useExternalEvolution.ts:312), mas fluxo ponta-a-ponta não demonstrado.",Follow-up automático de conversas,Partial
"UI,hook,edge,tabela,teste",alta,Pausa/despausa instâncias problemáticas e audita eventos de autenticação.,EVOLUTION/WHATSAPP,sim,P,src/pages/AdminInstancePausesPage.tsx:27 (invoke instance-pause-control: list/pause/unpause/history) + edge:instance-pause-control (deployada) + zapp.instance_processing_pauses=6 + zapp.instance_auth_events=2509 + src/pages/lazyViews.ts:133 (export órfão) + sidebarNavConfig.ts:155 (id 'instance-pauses'),WHATSAPP-12,"UI ÓRFÃ: AdminInstancePausesPage exportada em lazyViews.ts:133 mas AUSENTE do VIEW_MAP (src/pages/ViewRouter.tsx) — nenhuma referência em ViewRouter/AdminRoutes; o item de sidebar 'instance-pauses' não renderiza componente. Edge e dados ok, página inalcançável.",6 pausas registradas = mecanismo já atuou em produção; falta apenas rotear a página (fio de 1 linha).,Bloqueio/pausa de instância,Partial
"edge,tabela,UI",alta,"Edges de automação sobre os dados do WhatsApp: chatbot, análise de sentimento e sync Bitrix24.",EVOLUTION/WHATSAPP,nao,M,"edge:evolution-chatbot ❌500 'Unexpected end of JSON input' + evolution-sentiment ❌404 'Endpoint não encontrado' + evolution-bitrix-sync ❌503 'BITRIX_WEBHOOK_URL ausente' (docs/audits/history/auditoria-edge-functions.md:51-53) + evo.evolution_chatbot_responses=3 + evo.evolution_bitrix_field_mapping=11 + NENHUMA invocação no front (0 matches) + alternativas app: ChatbotFlowsView (ViewRouter 'chatbot'), SentimentAlertsDashboard (view 'sentiment'), useBitrixApiManagement.ts:79",WHATSAPP-14,"As 3 edges estão deployadas porém quebradas (500/404/503) e sem qualquer consumidor no front; o app tem implementações próprias (zapp.chatbot_flows 0 linhas, ai_sentiment em contact_intelligence) que não usam essas edges.","evo.evolution_sentiment_analysis e evolution_realtime_events na publication, mas sem produtor ativo evidenciado; chatbot do app usa tabelas próprias (zapp.chatbot_flows/executions — types.ts).","Automações auxiliares Evolution (chatbot, sentiment, bitrix-sync)",Partial
tabela,alta,Calendário de feriados para business hours,AUTOMACOES/CHATBOT/FOLLOW-UP,sim,M,evo.evolution_holidays=11 (db_uso) + menção textual em supabase/migrations/20260804000000_canonical_schema.sql:6975 (lista evolution_holidays como user-configurable),AUTOMACOES-13,Nenhuma UI/hook/edge no repo (grep 'holiday' em src só achou types.ts),Só evidência textual + tabela evo com dados; sem camada de app.,Feriados,Suggested
